id,comuna,ruta,veredicto,paginas,tiene_tablas,rangos,paginas_utiles,confianza,metodo,nota,sesion,fin
curico_e9e76b0822,curico,Ordenanzas ordenadas\curico_93_invalida_resoluccon_que_indica_y_reemplaza_por_la_presente_resolucion_que_pro__93.pdf,ESCANEADO,36,si,13-18,6,ALTA,VISUAL,"Diario Oficial N40025 (2-ago-2011) contiene integra la Resolucion93 que promulga el PRC de Curico. Pag13 Titulo2 normas generales tecnico-urbanisticas + tabla estacionamientos por destino. Pag14 Titulo3 tablas grupos de actividades (Culto/Cultura,Deporte,Educacion,Esparcimiento,Salud,Seguridad,Servicios,Social). Pag15-17 tablas Normas de Subdivision y Edificacion por Usos para 11 zonas (ZCC,ZU-1 a ZU-4,ZU-6 a ZU-11,ZI): superficie predial minima, COS, coef.constructibilidad, agrupamiento, distanciamiento, altura maxima, densidad maxima, antejardin. Pag18 continua zonas especiales ZE-1 a ZE-5 (recreacional, comercial, infraestructura, deportivo, estacion FFCC) mismas tablas, cierra con Area Riesgo/Patrimonial sin parametros. Pag19+ anexos vialidad/coordenadas, pag25 Cuerpo II DO ajeno (telecomunicaciones).",Ordenanzas S5,2026-07-15T08:16:20
curico_f9baf23a20,curico,Ordenanzas ordenadas\OCR ok\curico_decreto_exento_enmienda_ordenanza_local_del_plan_regulador_de_curico__230.pdf,MIXTO,4,si,1-4,4,ALTA,VISUAL,"Dec.Ex.230/2013 Enmienda N.1 Ordenanza Local PRC Curico, art.4.1.3 (Titulo 4 Zonificacion, Usos de Suelo y Normas Especificas). TRAMPA CONFIRMADA: p2 y p4 son IMAGEN completa (metadata mostraba solo 72 y 920 caracteres, tablas densas ocultas). Tablas completas 'Normas de Subdivision y Edificacion por Usos' (Residencial/Equipamiento/Actividades productivas/Infraestructura) para: p2 ZU-2 (predial 280/140/1050, COS 0,78/1/0,52, CC 8,125, altura 57,6m/16,8m/10,8m, densidad 768 hab/ha), ZU-3, ZU-4, ZU-5; p4 ZU-10, ZU-11, ZI Zona Industrial, ZE-2 Equipamiento Comercial (predial 1000m2, COS 0,8/0,65, CC 2,6, aislado, altura 13,2m, antejardin 10m). Cierra con firmas en p4.",S3,2026-07-15T07:52:44
dalcahue_c42ec1fecd,dalcahue,Ordenanzas ordenadas\dalcahue_decreto_alcaldicio_1748_ordena_publicacion_medio_comunicacional_local_plan_regul__1748.pdf,ESCANEADO,1,no,,0,MEDIA,,DESAJUSTE: nombre de archivo sugiere Decreto Alcaldicio N1748 pero contenido real es Certificado N1675 (16-nov-2018) de Directora de Obras Dalcahue que CERTIFICA que por siniestro/incendio municipal (Decreto1857) NO se cuenta con Decreto1748 ni Decreto1792 (documentos extraviados). El PDF no es el decreto sino certificado de inexistencia. Trampa nueva: documentos perdidos por incendio municipal -posible gap permanente en el corpus para esta comuna.,Ordenanzas S5,2026-07-15T08:15:43
diego_de_almagro_db96f91cf3,diego_de_almagro,Ordenanzas Descargadas\1-600\diego_de_almagro_memoria_actualizacion_plan_regulador_comunal_diego_de_almagro_2017_incluido_todo__28e42979-3e93-4b15-b47a-370a7bac8ad3.pdf,ESCANEADO,2,no,,0,ALTA,visual,"Decreto Alcaldicio 458 (17.02.2022), I.Municipalidad de Diego de Almagro. DENIEGA solicitud de acceso a informacion (Ley de Transparencia) sobre la Memoria de Actualizacion del PRC 2017, porque el instrumento aun no esta aprobado/promulgado. No contiene el instrumento en si, solo la denegacion de entrega. Sin norma urbanistica.",S2,2026-07-15T08:15:05
donihue_1452d47e4f,donihue,Ordenanzas Descargadas\1-600\donihue_plan_regulador_comunal_planos_memoria_y_ordenanza__40792f6f-33cf-4f9d-8b48-b46259a49a77.pdf,TEXTO,2,no,,0,ALTA,TEXTO,"DONIHUE: NO ES UN DOCUMENTO PRC. Es un ACUSE DE RECIBO de solicitud de Ley de Transparencia (MU081T0000131, ago-2015) que pide planos, memoria y ordenanza del PRC. Solo el formulario con los datos del solicitante; no adjunta el plan. 2 pags, texto completo leido.",S1,2026-07-14T15:39:12
donihue_3257f1de5a,donihue,Ordenanzas Descargadas\1-600\donihue_solicitud_plan_regulador_comunal_vigente_para_usos_academicos__415e56c4-0d24-44e0-95c6-c752f12c8927.pdf,TEXTO,2,no,,0,ALTA,TEXTO,"DONIHUE: NO ES UN DOCUMENTO PRC. Es un ACUSE DE RECIBO de solicitud de Ley de Transparencia (MU081T0002385, mar-2024) que pide el PRC vigente para usos academicos. Solo el formulario con los datos de la solicitante; no adjunta el plan. 2 pags, texto completo leido.",S1,2026-07-14T15:39:13
donihue_4cd663b29b,donihue,Ordenanzas ordenadas\OCR ok\donihue_56_aprueba_plan_regulador_comunal_de_las_localidades_de_donihue_y_lo_miranda_amb__Exportar.pdf,TEXTO,26,si,"8-9,21-23",5,ALTA,TEXTO+VISUAL,"DONIHUE: Ordenanza Local del PRC (Decreto 56, 1988), cubre DOS localidades con DOS bloques de normas. DONIHUE (Cap IV, Art 17-18): pags 8-9, zonas ZU-1, ZU-2, ZE-1, ZE-2, ZTE (tratamiento especial), ZR-1 (proteccion camino H-30), ZR-2 (proteccion estero Maule). LO MIRANDA (Cap IV, Art 18-19): pags 21-23, zonas ZU-1, ZU-2, ZU-3, ZE-1, ZE-2, ZR. Formato 'un articulo por zona en prosa' (atributo dos puntos valor), NO cuadro apaisado. Texto nativo nitido, sin tablas-imagen. AVISO PARA LA EXTRACCION: en el texto de pdftotext la zona ZU-2 de Lo Miranda sale corrupta como 'ZU-a' (glifo mal mapeado); en el render se confirma que es ZU-2. 5 pags verificadas visualmente.",S1,2026-07-14T15:39:37
el_bosque_3e5f3087fc,el_bosque,Ordenanzas Descargadas\1-600\el_bosque_decreto_alcaldicio_4433_promulga_acuerdo_n696_de_concejo_municipal_que_aprobo_po__Acuerdo_2025_32023.pdf,TEXTO,13,si,2-5,4,ALTA,TEXTO,"Decreto Alcaldicio 4433 El Bosque. Normas EN TEXTO (no imagen). art.2 desde p2: ZONA C (COS 80%/78%, predial 600/300 m2, frente 15/10 m, sin antejardin); p3 ZONA H (altura 14,4 m, predial 400/160 m2) y ZONA R; p4 ZONA 1-2-3 Residencial-Equipamiento-Talleres (altura 8,4/16,8 m, predial 210 m2, densidad 600 hab/ha); p5 ZONA 4 (COS 70%, altura 9 m, predial 1.500 m2, densidad 450,8 hab/ha) + Zona Seccional Lo Moreno Z-A/Z-B. p6-9 VIALIDAD (excluidas). p10-11 restricciones de altura por servidumbre aeronautica del Aerodromo El Bosque (util si se quiere altura efectiva). REDUNDANTE con el_bosque_b9671e13b5.",S2,2026-07-14T15:48:42
el_bosque_b9671e13b5,el_bosque,Ordenanzas ordenadas\OCR ok\el_bosque_126_enmienda_plan_regulador_comuna_de_el_bosque__Plan_2026_6631.pdf,TEXTO,13,si,2-6,5,ALTA,TEXTO,"Texto REFUNDIDO (DO 44.360) de la MISMA enmienda que el_bosque_3e5f3087fc, repaginado. Normas en texto: p2 ZONA C, p3 ZONA H, p4 ZONA R + inicio ZONA 1-2-3, p5 ZONA 1-2-3 completa + inicio ZONA 4, p6 ZONA 4 + Zona Seccional Lo Moreno Z-A/Z-B (aqui termina el art.2). p7-11 VIALIDAD (excluidas). p12 proteccion aeronautica. DUPLICADO NORMATIVO: basta transcribir uno de los dos documentos.",S2,2026-07-14T15:48:43
el_carmen_c9f04620bc,el_carmen,Ordenanzas Descargadas\1-600\el_carmen_39546_plano_regulador_comuna_el_carmen__Publicacion Diario Oficial.pdf,TEXTO,12,si,6-6,1,MEDIA,VISUAL,"FUENTE PARCIAL - OJO. p6: cuadros IMAGEN del Cap.II De la Zonificacion (art.34): ZR (predial 300 m2, COS 0,6, CC 2,0, altura 7 m, antejardin 3 m, densidad 160/300/450 hab/ha), ZE-1 y ZE-2 (predial 200 m2, COS 0,8, CC 5,0, altura 21 m). PERO EL PDF ESTA INCOMPLETO: los encabezados del DO saltan (p6 fisica=pagina 10; p7=14; p9=17; p11=22), faltan las paginas 11-13, 16 y 19-21 del Diario Oficial. Las tablas de ZE-4 (art.30) y ZCH conservacion historica (art.36) NUNCA aparecen. ADEMAS p11 NO ES DE EL CARMEN: es del PRC de CABRERO (Resolucion 148) publicado a continuacion en el mismo DO. p3 = coordenadas de limite urbano + vialidad (excluidas). Requiere buscar el PRC de El Carmen completo para las zonas faltantes.",S2,2026-07-14T15:48:43
el_monte_6e28e41aad,el_monte,Ordenanzas Descargadas\1-600\el_monte_decreto_alcaldicio_11_contratacion_directa_proveedor_erick_poblete_meza_arriendo__a5c55dc5-55a2-485d-8768-ceb90b3f9108.pdf,ESCANEADO,2,no,,0,ALTA,visual,"Decreto Alcaldicio 11 (05.01.2022), I.Municipalidad de El Monte. Autoriza contratacion directa de arriendo de pantalla 3x2 para ceremonia del Plan Regulador. Puramente administrativo-presupuestario, sin norma urbanistica.",S2,2026-07-15T08:15:05
el_quisco_1ae610d208,el_quisco,Ordenanzas ordenadas\OCR ok\el_quisco_43577_los_ordinarios_alcaldicios_que_contienen_las_respuestas_a_las_observacione__PUBLICACION DIARIO OFICIAL.pdf_1688583989908.pdf,TEXTO,1,no,,0,ALTA,TEXTO,"PURO AVISO (DO 43.577, 14-06-2023): la Municipalidad de El Quisco informa que las respuestas a las observaciones de la consulta publica de la Actualizacion del PRC estaran disponibles en Oficina de Partes. Sin normas. 1 pagina leida integra.",S2,2026-07-14T15:48:43
el_quisco_1da65c56ff,el_quisco,Ordenanzas Descargadas\1-600\el_quisco_informacion_de_cambio_plano_regulador_de_la_minicipalidad_del_quisco__28be9a5b-696f-4c9f-b6ec-af93caf5566e.pdf,MIXTO,7,no,,0,MEDIA,,"Respuesta Transparencia (Ley 20285) + Memorando N810 + Decreto Alcaldicio N3122/2016 aprobando Convenio Ad Referendum con SEREMI MINVU para LICITAR estudio de modificacion PRC El Quisco 2016 (aun no ejecutado). Sin tabla de normas por zona, solo clausulas de convenio (montos, plazos, firmas). Verificado visualmente 7 paginas.",Ordenanzas S5,2026-07-15T07:52:55
el_quisco_241a0f6f32,el_quisco,Ordenanzas ordenadas\OCR ok\el_quisco_1688_promulga_actualizacion_del_plan_regulador_comunal_de_el_quisco__2645649.pdf,TEXTO,66,si,14-58,45,ALTA,TEXTO+VISUAL,"ORDENANZA COMPLETA PRC El Quisco (66 pags). El propio documento trae una TABLA DE CUADROS en p7-8 que indexa 112 cuadros: usarla como mapa. TODOS LOS CUADROS EN TEXTO NATIVO (no hay tabla-imagen; verificado con render de p14,15,35,46,57,58). p14: Cuadro 2 dotacion minima de estacionamientos. p15: Cap.III Zonificacion y Normas Especificas, arranca zona ZE1 (Cuadro 5). p15-57: 36 unidades normadas (24 zonas + 5 ICH + 4 ZT + 3 ZCH), dos cuadros por zona (Normas Usos de Suelo + Normas de Subdivision y Edificacion). Ultima norma: Cuadro 111, zona ZCH3 Poza Azul, termina en p58. EXCLUIDOS: Cuadro 1 (limite urbano, p9) y Cuadro 112 (red vial, p58-66).",S2,2026-07-14T15:43:11
el_quisco_2f78c18166,el_quisco,Ordenanzas Descargadas\1-600\el_quisco_planos_reguladores_planos_sectorial_predial_topografico_hidrograficoloteo__4d49b237-1d52-4fd4-9a84-75714358769e.pdf,MIXTO,5,no,,0,MEDIA,,"Correspondencia Transparencia (Ley 20285): ORD.108/2019 (pag1-2), Memorando 656/2019 (pag3), Informe respuesta a solicitud de planos (pag4-5, pag5 copia escaneada duplicada de pag4). Explica que planos existen (PRC 1994, seccional Isla Negra 1998, restitucion aerofotogrametrica 2007) pero no transcribe tabla de normas ni articulos de ordenanza; ofrece enviarlos por correo adjunto no incluido en este PDF.",Ordenanzas S5,2026-07-15T07:53:03
el_quisco_3a5594969b,el_quisco,Ordenanzas Descargadas\1-600\el_quisco_plano_regulador__96571321-276d-4946-a33f-1f9b8d55fbd8.pdf,MIXTO,48,no,,0,MEDIA,,"PDF completo (48p) NO es el Plan Regulador pese al nombre 'plano_regulador': es la Ordenanza Municipal sobre Participacion Ciudadana (D.A. N1712/2011, redesignada N001/2019), reproducida 2 veces (pag1-17 version limpia, pag19-47 version escaneada con reversos en blanco en paginas pares, verificado pag18/24). Busqueda texto completo 48 paginas: cero coincidencias de coeficiente/constructibilidad/superficie predial/altura maxima/densidad/agrupamiento/antejardin/zonificacion/ZC-ZH-ZU-. Trampa 'documento equivocado' (mismo patron que Pedro Aguirre Cerda PLADECO).",Ordenanzas S5,2026-07-15T07:53:45
el_quisco_5b856b81fd,el_quisco,Ordenanzas Descargadas\1-600\el_quisco_informacion_del_cambio_de_plano_regulador__f2141d2b-1950-4a77-aa4b-608c55f094a4.pdf,MIXTO,162,no,,0,MEDIA,,"Expediente completo (162p) de Transparencia sobre ESTADO DEL PROCESO de modificacion del PRC de El Quisco, no la ordenanza vigente. Pag1-40 carta respuesta + Convenio Ad Referendum D.A.N3122/2016 + Resolucion Exenta N35/2018 autoriza licitacion. Pag41-161 Bases Administrativas y Tecnicas de licitacion ID 632-2-LQ18 para CONTRATAR estudio futuro de modificacion PRC (formularios, Resolucion N2243 adjudica licitacion, Modificacion N1 a bases). Pag108-110/159-162 copias escaneadas del mismo Convenio/Resolucion. Grep exhaustivo: solo 2 menciones (pag84,95) en descripcion de lo que el FUTURO consultor debe producir (que normas debe fijar el plan a modificar), no tabla real con valores por zona. Verificado visualmente pag8,15,22,30,38,159,161: resoluciones administrativas, sin cuadros de zonificacion.",Ordenanzas S5,2026-07-15T07:54:48
el_quisco_6a19f2809e,el_quisco,Ordenanzas Descargadas\1-600\el_quisco_cual_es_el_progreso_de_cambio_plano_regulador_de_el_quisco__343ed58e-c2ad-4290-be91-cf739c11c8f1.pdf,TEXTO,36,no,,0,ALTA,TEXTO,"PURO TRAMITE: respuesta de transparencia (ORD 327/2018, El Quisco) que adjunta el CONTRATO DE ESTUDIO 'Actualizacion PRC de El Quisco' y el convenio ad referendum con la SEREMI MINVU Valparaiso: clausulas de licitacion, garantias, pagos, multas, subcontratacion, equipo profesional, plazos (900 dias). 36/36 pags con 0 hits en las senales urbanisticas. Ninguna norma. Candidato a descarte.",S2,2026-07-14T15:41:34
el_tabo_037b663eac,el_tabo,Ordenanzas ordenadas\OCR ok\el_tabo_438_aprueba_modificacion_parcial_del_plan_regulador_comunal_de_el_tabo__DO_modificacion_09_02_2024.pdf,TEXTO,4,si,3-3,1,ALTA,TEXTO+VISUAL,"Modificacion parcial PRC El Tabo (DO 43.772, 09-02-2024). p3: cuadro IMAGEN 'NORMAS URBANISTICAS DE LA ZONA ZE5 Area Verde ex Fundo Chepica' = tabla de USOS DE SUELO (permitidos/prohibidos por tipo: residencial, equipamiento, actividades productivas, infraestructura, espacio publico, areas verdes). La zona ZE5 pasa de 'Cementerio' a 'Area Verde' (art.34 y 41); las condiciones de edificacion se remiten al art.2.1.31 OGUC, por eso NO hay cuadro de COS/CC/altura. En la misma p3 hay un cuadro de VIALIDAD (via local 11 m), que no es norma de zona. p4 solo cierre y firmas (verificado en render).",S2,2026-07-14T15:39:55
el_tabo_1051469379,el_tabo,Ordenanzas ordenadas\el_tabo_3127_apruebese_la_enmienda_al_plan_regulador_comunal_de_el_tabo_redefine_localiz__3127.pdf,ESCANEADO,1,no,,0,ALTA,visual,"Decreto Alcaldicio 3127 (14.12.2018), I.Municipalidad de El Tabo. Aprueba Enmienda al PRC de El Tabo: redefine localizacion y uso de suelo del equipamiento vecinal Zona Especial ZE2 (terreno Av. del Mar Complejo Cincos). Cambio cualitativo de localizacion/uso, sin cuadro numerico de COS/CC/altura/predial.",S2,2026-07-15T08:15:05
el_tabo_145b174f59,el_tabo,Ordenanzas ordenadas\el_tabo_2303_modifiquese_el_decreto_n_1737_de_fecha_11_julio_2018_que_aprueba_enmienda_a__2303.pdf,ESCANEADO,1,no,,0,ALTA,visual,"Decreto Alcaldicio 2303 (07.09.2018), I.Municipalidad de El Tabo. Modifica Decreto 1737/2018 (Enmienda Zona Z3): corrige direccion del predio de 'Lote A-1 Av. Las Salinas' a 'calle Pedro Pablo Gonzalez N792'. Solo correccion de direccion, sin tabla de normas (menciona generico art.2.1.13 OGUC letra a sobre incremento/disminucion 20% altura y densidad como habilitacion legal, no como valor especifico).",S2,2026-07-15T08:15:06
el_tabo_415b478242,el_tabo,Ordenanzas Descargadas\1-600\el_tabo_ordenanza_aprueba_ordenanza_plano_regulador__pdo.pdf,ESCANEADO,14,si,7-12,6,ALTA,visual,"Diario Oficial N38.144 (25.04.2005), Ordenanza Local del PRC de El Tabo, Balnearios El Tabo y Las Cruces (100% escaneado pero legible). Tablas de normas por zona pp.7-12 (impresas pag.10-15): Z1/Z2 (predial 200m2, frente 10m, ocupacion 100%, densidad 120 hab/ha, CC vivienda 2.0/otros 2.5, agrupacion aislado-continuo, altura 10m, rasante 60), Z3-Z8, ZI-1/ZI-2 (predial 500m2, CC 1.0), ZE-1..ZE-5, ZR-1..ZR-4, mas tabla de fajas de restriccion de esteros/quebradas en p.11. Sin mezcla de otra comuna (encabezados Balneario El Tabo/Las Cruces consistentes). Excluidas pp.13-14: solo tablas de vialidad (anchos de calle).",S2,2026-07-15T08:16:10
el_tabo_e5f4b384d1,el_tabo,Ordenanzas Descargadas\1-600\el_tabo_44302_aviso_debido_un_error_involuntario_se_corregi_certificado_de_informaciones__18.11.2025.pdf,TEXTO,1,no,,0,ALTA,TEXTO,"PURO AVISO (DO 44.302, seccion IV): la DOM de El Tabo corrige el Certificado de Informaciones Previas CIP 116 por el CIP 326 del rol 680-483, cuya zonificacion es ZE2. Menciona una zona pero NO da ninguna norma. 1 pagina verificada integra.",S2,2026-07-14T15:39:15
el_tabo_e8ad083963,el_tabo,Ordenanzas ordenadas\el_tabo_1402_apruebese_enmienda_equipamiento_vecinal_al_plan_regulador_comunal_sector_ce__1402.pdf,ESCANEADO,1,no,,0,ALTA,VISUAL,"EL TABO: Decreto Alcaldicio 1402 (13-may-2019, 1p, escaneado sin OCR): APRUEBA la Enmienda Equipamiento Vecinal al PRC sector Centro El Tabo, en conformidad al art 45 LGUC y art 2.1.13 OGUC. Es acto de aprobacion pura: dice que el plano de detalle sera parte integrante del PRC y su Ordenanza, pero NO transcribe ningun valor normativo (usos, COS, CC, altura). La norma real esta en el plano y ordenanza anexos, no en este decreto. Verificado visualmente.",S1,2026-07-15T08:16:53
estacion_central_06b2974aef,estacion_central,Ordenanzas ordenadas\OCR ok\estacion_central_d08b32958cfdf3ae644e73323d6134eb.pdf,TEXTO,12,no,,0,ALTA,TEXTO,"NO CONTIENE NORMAS: es el OFICIO ORD. 1864 de la SEREMI MINVU RM (firmado por Carolina Casanova) que informa favorablemente el proyecto de Actualizacion del PRC de Estacion Central y ENUMERA los documentos del expediente (memoria explicativa 110 pags, anexos, planos, estudio de riesgos, estudio de densidad, fichas de zonas de conservacion historica). Es un indice/oficio de tramitacion, la ordenanza en si NO viene aqui. Texto 12/12 pags. OJO: el PRC de Estacion Central quedaria sin normas si no aparece otro documento con la Ordenanza.",S2,2026-07-14T15:40:54
estacion_central_3659d30489,estacion_central,Ordenanzas Descargadas\1-600\estacion_central_decreto_alcaldicio_914_promulga_acuerdo_no107_aprueba_elaborar_anteproyecto_de_p__Decreto_914.pdf,ESCANEADO,1,no,,0,ALTA,VISUAL,"ESTACION CENTRAL: Decreto exento 914 (26-ago-2022, 1p, escaneado sin OCR): promulga el Acuerdo 107 del Concejo, que aprueba un informe que sintetiza observaciones al resumen ejecutivo y planos de la propuesta de Imagen Objetivo, segun alternativa de estructuracion N3 Esquema de Nodos, para elaborar el anteproyecto del PRC. Es tramite del proceso de actualizacion, sin normas. Verificado visualmente.",S1,2026-07-15T08:16:53
estacion_central_36dc055729,estacion_central,Ordenanzas ordenadas\OCR ok\estacion_central_44201_aprobacion_actualizacion_plan_regulador_comunal_de_estacion_central__Informa aprobación de Actualización del Plan Regulador Comunal.pdf,TEXTO,1,no,,0,ALTA,TEXTO,"PURO AVISO (DO 44.201, seccion IV): la Municipalidad de Estacion Central solo INFORMA la aprobacion de la Actualizacion del PRC (art.28 septies LGUC, ord. 1864 Seremi RM). No transcribe normas. 1 pagina verificada integra.",S2,2026-07-14T15:39:15
estacion_central_4427d165b4,estacion_central,Ordenanzas Descargadas\1-600\estacion_central_acuerdo_98_aprueba_presidencia_de_la_comision_plano_regulador__acuerdo_98.pdf,ESCANEADO,1,no,,0,ALTA,VISUAL,"ESTACION CENTRAL: Acuerdo 98 (3-ago-2021, 1p, escaneado sin OCR): aprueba la Presidencia de la Comision de Plano Regulador (nombra Presidenta y Vicepresidente concejales). Es tramite de designacion de personal, sin normas. Verificado visualmente.",S1,2026-07-15T08:16:53
estacion_central_56f4b0e706,estacion_central,Ordenanzas ordenadas\estacion_central_decreto_alcaldicio_41_apruebase_la_actualizacion_del_plan_regulador_comunal_de_s__Decreto_41.pdf,ESCANEADO,2,no,,0,ALTA,VISUAL,"ESTACION CENTRAL: NO ES UN DOCUMENTO PRC. Decreto Alcaldicio Secc 2 N41 (11-ene-2024, 2p, escaneado sin OCR): 'Aprueba la Actualizacion del PLAN COMUNAL DE SEGURIDAD PUBLICA' (instrumento distinto, sobre reduccion de delitos, violencia de genero, proteccion de ninos, infracciones de drogas). No es planificacion territorial. Verificado visualmente.",S1,2026-07-15T08:16:53
